title,label_score
Pixel 4 Akan Hadir 15 Oktober 2019?,1
"Potret Akrab Teuku Rassya dan Ibu Sambungnya, Nourah Sheivirah yang Cuma Terpaut Usia 7 Tahun",1
Ombudsman Evaluasi Kesiapaan Kebijakan Jaminan Produk Halal,0
"WEGE Targetkan Kenaikan Laba Bersih 19,92% Tahun 2019",0
Kebakaran Pasar Modern Bintaro Diduga akibat Korsleting Listrik,0
Kuasa Hukum Minta Pemanggilan Ketua Umum FPI sebagai Saksi Kasus Makar Dijadwal Ulang,0
Dian Sastrowardoyo Sempat Menyesal Jadi Artis Peran,0
Komisi III Setujui RUU KUHP Disahkan di Paripurna,1
4 Zodiak yang Selalu Berpikir Positif dalam Menggapai Tujuan,1
Wanita Pelaku Gendam Terekam CCTV Gentayangan di Kota Mojokerto,0
Selandia Baru Lawan Penyebaran Konten Terorisme di Medsos,0
Denny Darko Sebut Aurel Hermansyah Lebih Cocok dengan Teuku Rassya Dibandingkan Atta Halilintar,1
"Aliran Dana Radikalisme dari Saudi, ini Jawaban Kiai Said ",1
Kecewanya Rins Gagal Selesaikan Balapan di MotoGP San Marino 2019,1
"Banding Ditolak, Hak Politik Eks Bupati Katingan Dicabut Hakim",0
Chen EXO Bakal Jadi DJ Radio Harian di VLive Untuk Rayakan Comeback Solonya,1
Hutan Kawasan Wisata Gedong Songo Terbakar ,0
ITA 2019: Sebelumnya Wirang Birawa Sudah Punya Firasat 'Brownis' Dapat Piala,1
IMF Pertimbangkan Kandidat Tunggal Kristalina Georgieva,0
Ketua DPR Jenguk Salah Satu Mahasiswa Yang Jalani Operasi Usai Demo Ricuh Jakarta,0
Joaquin Phoenix tak Langsung Mengiyakan Tawaran Jadi Joker,1
"'Skak' Pengusaha Properti, Sri Mulyani: Kapan Bisa Tumbuh 10%?",1
"PSG Dominan, Awal Buruk Madrid di Paris",0
"Darah, Nyali, Luka Mengerikan Tyson Fury, dan Deontay Wilder",1
Jabar Raih Dua Penghargaan dalam APN 2019,0
"Cerita di Balik Foto Nana Mirdad, Andrew White dan Brad Pitt",1
Wiranto: Modus Baru Pembakaran Hutan karena Motif Politik,0
Komentar Tyson Soal Kaki Melanie Ricardo,1
"Bule Ngamuk di Bali, Selalu Bertengkar Setiap Bertemu Suami Hingga Penghuni Hotel Resah",1
Konsumsi BBM Nissan Note e-Power 1 Liter Tembus 37 Kilometer,0
JFW 2020 Hadirkan Desain Karakter Film Maleficent: Mistress of Evil,0
"Kasus Korupsi Gubernur Kepri, KPK Periksa Kadis PUPR",0
Heboh! Napi Madura Ini Sukses Kabur Dari Penjara Dengan Modal Sendok Makan,1
"Kabut Asap Menebal, Penerbangan Lokal di Lingga, Riau, Dibatalkan",0
"Gaji Lebih Rendah dari Anggota, Mengapa Zita Anjani Mau Jadi Pimpinan DPRD DKI?",1
Gol di Injury Time selamatkan Inter Milan dari kekalahan ,0
Menteri BUMN Tunjuk Plt Dirut dan Direktur PTPN III,1
"SuperM Pilih Member Paling Seksi Sampai Terlucu, Baekhyun Lagi-Lagi Bikin Ngakak",1
Kevin Feige Ungkap Jentikan Hulk Tak Sekedar Kembalikan Orang Yang Sudah Jadi Debu,0
Mentan: Pak Habibie Sosok Modernisasi Pembangunan,0
Krisdayanti Bagikan Acara Ramah Tamah Ibu-ibu DPR Bareng Mulan Jameela Tuai Respon Beragam,1
"5 Wisata Kuliner Halal Johor Bahru, Nomor 2 Surganya yang Suka Nongkrong",1
Kementan Optimis Target Swasembada Daging Sapi 2026 Tercapai,0
Sejoli Tersenggol di Babak Eliminasi 8 Besar KDI 2019,1
Plaza Indonesia Gelar Men's Fashion Week 2019 Mulai 23 September,0
BKKBN Tegaskan Masyarakat yang Ingin KB Harus Terlayani,0
"Evolusi Moda Transportasi Ibu Kota, dari Delman hingga MRT",0
"Resep Akhir Pekan Santap Nasi Goreng Merah, Super Gurih!",1
"Polisi Tes Alat ""Spiderman"" sebagai Pengganti Taser",1
"Jadi Korban KDRT di AS, Tiga Setia Gara Nangis Minta Tolong Dipulangkan ke Indonesia",0
Demo Kerusuhan Mahasiswa Dinilai Jadi Ancaman Investasi Di Indonesia,0
"Pengakuan Bocah 9 Tahun yang Dipaksa Ngemis Orang Tuanya: Jika Pulang Tak Bawa Uang, Akan Dipukuli",0
"Soal Revisi UU KPK, Relawan Nilai Langkah Jokowi Tepat",0
Ingin Tidur Lebih Cepat di Malam Hari? Pakai Piyama dari Bahan Ini,1
"Kulit Ubi Jalan Kaya Nutrisi, Ini Cara Makan Ubi Jalar Bersama Kulitnya",1
Jawaban Tegas PB Djarum Soal Ide Ganti Sponsor Setelah Polemik dengan KPAI,0
Tindakan Pertolongan di Rumah saat Anak Muntah,0
"Usai Jalani Patsus, 3 Anggota Polres Wonogiri Dilepaskan",0
Pentagon: Serangan Terhadap Fasilitas Minyak Saudi Sangat Canggih,1
"7 Foto Balita Baekhyun EXO, Bukti Dari Kecil Sudah Punya Aura Seorang Idol",1
"Farhat Abbas Terbang ke PBB, Hotman Paris: Jangan Sampai Nama Indonesia Ditertawakan di Luar Negeri",1
"Hubungan Indah Teuku Rassya & Aurel Hermansyah akan Terulang Kata Denny Darko, Jadian? Denny: Cocok",1
12 Tersangka Demo Ricuh di Depan DPR Masih Anak-anak,0
Jaksa: Kivlan Meminta Carikan Senjata Api Ilegal kepada Helmi,0
"Datangi Gedung Merah Putih, Tokoh Lintas Agama Tolak Revisi UU KPK",0
Gojek dan PT AIA Financial Akan Sediakan Solusi Asuransi untuk Pengguna dan Mitra,1
Si Kembar Nanda Nindi Dari Garut Tersingkir Dari Top 18 AKSI 2019,0
Jimin BTS dan Jisoo BLACKPINK Masuk Daftar 500 Tokoh Berpengaruh di Bisnis Fashion Dunia,0
"Andre Taulany Keceplosan Sule Jomblo, Riasan Tebal Krisdayanti Jadi Anggota DPR Dikritik-Topik Pagi",1
Okie Agustina Mantan Istri Pasha Ungu Diperiksa Polisi Selama 8 Jam,0
Jokowi Terima Penghargaan dari Organisasi Insinyur se-ASEAN,0
Baru Pertama Kali Liburan ke Turki? 1 Hari Keliling Istanbul Bisa Jadi Pilihan,1
"Dampak Aturan Ganjil Genap ke Taksi Online, Ini Kata Grab",1
"2,2 Juta Kendaraan Bermotor di Jakarta Tunggak Pajak",0
Transjakarta Ringsek Tabrak Separator ,0
"Claudia, Gadis Cirebon Peserta The Voice Jerman yang Bikin Bangga Indonesia",0
Pembalap F1 Terinspirasi Valentino Rossi,1
"Ini Dia Pemenang ""Sony Eco Shopping Bag Design Contest"", Hasilnya Kreatif Banget!",1
Wali Kota Solo Tanggapi Disetopnya Beasiswa Badminton Djarum,0
"Gempa M 5,1 Terjadi di Bengkulu, Tak Berpotensi Tsunami",0
Kontroversi Kimi Hime: Tampilan Vulgar dan Judul Ambigu,1
Posisi Dewan Pengawas Dikhawatirkan Lebih Kuat dari Pimpinan KPK,0
Abraham Samad Sebut Calon Pimpinan KPK Cacat Yuridis,0
"Riau Dikepung Kabut Asap, Greenpeace Nilai Situasi Mirip Karhutla 2015",0
RUU KUHP: Komandan TNI yang Tolak Beri Bantuan ke Sipil Dipidana 4 Tahun,0
"Sudah Terpilih, Ini Dia Member yang Jadi Leader SuperM",1
Ranocchia: Inter Milan Bakal Raih Trofi ,0
"Sinopsis Drama W Episode 13, Han Hyo Joo Diculik Sosok Pembunuh Misterius",0
Lampard Antusias Sambut Debutnya di Liga Champions sebagai Manajer,1
Oezil Kecewa Berat Arsenal Ditahan Imbang Watford,0
"Link Streaming Timnas Indonesia vs Thailand, Kick Off 19.30 WIB LIVE TVRI Akses via HP di Sini",1
" Tuai Kontroversi, Livi Zheng Enggan Berkomentar",1
11 Saham Perusahaan Energi yang Harganya Meroket akibat Serangan Drone,1
Video Detik-detik Anggota DPD RI Nyaris Baku Hantam Saat Rapat Paripurna,1
"Rumah Berlapis Emas, Dari Mana Sumber Kekayaan Muzdalifah?",1
"Raffi Ahmad Ngadu pada Mertua Kelakuan 'Aneh' Istri, Nagita Slavina Disemprot Mama Rieta",1
"Sukses, Bisnisnya 'Naik Kelas', Pengusaha Peroleh KUR Tambahan dari BNI",0
"Pernah Tinggal di AS, Barbie Kumalasari Tak Tahu KFC Berasal dari Amerika",1
"Melemah, Ini Kurs Rupiah di 6 Bank Besar",1
"Mengenal Transportasi dari Masa ke Masa, Bermula dari Penemuan Roda",1
"Satu Gaya Rambut, 4 Ekspresi Menggemaskan Dian Sastrowardoyo",1
Ojek Online Tolak Gabung Demo Buruh Karena Alasan Ini,1
Ini Pentingnya Air Mineral untuk Kesehatan,1
"Kang Daniel Ajukan Penangguhan Kontrak, Lawan Agensi di Pengadilan",0
Karhutla: Anggota DPR Salahkan KLHK,0
"Disebut Sebagai Janda Yang Lagi Puber Kedua, Tamara Bleszynski: Sadis!",1
Tokoh Papua Minta Jokowi Bangun Istana Presiden di Papua,0
"Tanggapi Aksi Mujahid 212, Wiranto Imbau Jangan Terpengaruh",0
Cuaca Jakarta Cerah di Awal Pekan,0
"Jefri Nichol Jalani Sidang Perdana Narkoba, Sahabat Joe Taslim Terus Tertunduk Kala Tangan Diborgol",1
Kualifikasi Euro 2020 - Belanda dan Belgia Menang dengan Skor Kompak,0
Ratusan Keluarga di Queensland Mengungsi Hindari Kebakaran yang Kian Memburuk,0
Pantun Dubes Zainal Membuka Perayaan HUT Malaysia ke-62,1
Pencabutan Subsidi Listrik Tunggu Pengesahan APBN 2020,0
Serba-Serbi Penggunaan Asam Lemak di Kulit Wajah,0
"Iqbaal Ramadhan Beber Alasan Pernah Potong Botak, Dandanan Nyentrik Malah Bikin Salfok",1
KPK Panggil Eks Sesmenpora Jadi Saksi Asisten Imam Nahrawi,0
"Revisi UU KPK Ancam Kekhususan KPK, Yasonna: Jangan Suudzon",0
"Cemburu ke Istri Pertama, Istri Kedua Gantung Diri, Tali Putus, Gagal Mati Deh!",1
Jokowi Disarankan Tunjuk Menpora Baru Gantikan Imam Nahrawi,0
Begini Cara Astronot Memperingati Tragedi 9/11 dari Angkasa Luar,1
Cerita Massa Pendukung Revisi UU KPK Bingung Isi Protes di DPR,1
KPK: Firli Lakukan Pelanggaran Berat,0
"Ulang Tahun, Google Pasang Wajah Almarhum Chrisye",0
"Hadiri New York Fashion Week, Hadiah Kehormatan Pemenang TRESemme The Runway 2019",0
"PT Damtour Diduga Tipu Ratusan Calon Jamaah Umrah, Kerugian Rp4 Miliar",0
"Dilarang Arsy Pakai Baju Ini saat Main Bareng Gempi, Gisel Ngakak: Terlalu Seksi Ya?",1
Anak Lulung Bandingkan Penataan Tanah Abang Versi Anies dan Ahok,0
Jadwal MotoGP San Marino: Persaingan Sengit di Sirkuit Misano,1
Remisi Koruptor dan Teroris Dipermudah,0
Melaney Ricardo Sebut Sang Ibu Miliki Jasa Besar dalam Perdamaiannya dengan Erza Syarief,1
Apa itu Espresso dan Istilah Lain di Kedai Kopi yang Harus Kamu Tahu,1
ICW Jelaskan Alasan tak Hadir RDP Capim KPK ,0
Empat Kurir Narkoba Diciduk Tak Jauh dari Lokasi Tawuran Manggarai,0
"Tertekan Impor, Industri Tekstil Minta Jokowi Buat UU Sandang",0
Pengiriman Mitsubishi Eclipse Cross Ditargetkan Akhir September,0
Kapolda Jateng Minta Mahasiswa Imbau Agar Pelajar Tidak Ikut Demo,0
"Dukung Digitalisasi Indonesia Hingga Wilayah 3T, IndiHome Kini Hadir di Pulau Rote",1
"Potret RM BTS Traveling ke Eropa, Tampil Stylish di Kopenhagen",1
Pencari Suaka Diwajibkan Gulung Tenda Pukul 06.00 WIB,0
"Gudang di Mako Brimob Srondol Meledak, Damkar Dikerahkan ke Lokasi",0
"Cerita Noviana Wisudawan Terbaik Unair, Pernah Ngamen untuk Nafkahi Keluarga sampai Ditahan Liponsos",1
"Masalah Takut Menikah Atau Gamophobia, Sudah Tahu?",1
"Fakta Video Viral Wanita Naik Motor Tanpa Busana di Samarinda, Hilang 1 Jam hingga Gangguan Jiwa",1
"Rumah Opick Kebakaran Saat Ditinggal ke Luar Kota, Kerugian Diperkirakan Capai Ratusan Juta",1
Saksikan Live Streaming Shopee Liga 1 2019 PSM Makassar Vs PSIS Semarang di Indosiar,1
Bupati Sumedang Dorong Pembangunan 4 SD Terdampak Proyek Tol Cisumdawu,0
Barbie Kumalasari Malah Kena Sindir Usai Pamer Momen Bareng Fans di Acara Meet and Greet,1
Estimasi Harga Model Baru Toyota Calya dan Daihatsu Sigra,0
"Jelang Munas Golkar, Kader Diminta Tak Mengarah Perpecahan",0
Lika-liku Fahri Hamzah Dirikan Partai Gelora,1
"Koleksi Mobil Menpora Imam Nahrawi, Termurah Rp100 juta",1
Polisi Sebut Awal Mula Rusuh di Wamena dari Bentrok Massa dan Pelajar,0
"Timnas U-16 Indonesia Vs Filipina, Tim Tamu Punya Motivasi Tinggi",0
Beredar Daftar Handphone Samsung yang Dapatkan Android 10,1
"Sudah Damai, Pengacara Ingin Kasus Ibu Hamil yang Diberi Obat Kedaluwarsa Tetap Lanjut",0
Capim Nawawi: KPK Seperti Pendekar Mabuk,1
Angkasa Pura II Targetkan Kelola 3 Bandara di Sumatera Bulan Ini,0
REVIEW: Lipstik Masami Powder Puff Velvet Tint,0
"Ogah Disebut Cuma Nembakin Kapal, Susi Pudjiastuti Pamer Kinerja",0
"7 Tips Belanja Online dengan Aman Agar Terhindar dari Penipuan, Hati-Hati Sebelum Membeli!",1
Jokowi ke Pimpinan KPK: Bijaklah dalam Bernegara!,1
Saksikan Live Streaming Upacara Pemakaman Presiden ke-3 RI BJ Habibie,1
PLN Jatim Luncurkan Kuliner Ramah Lingkungan Banyuwangi,0
Twice Beber Rahasia Tetap Solid dan Beri Kabar Soal Kondisi Mina,1
4 Fakta Zara JKT48 dan Peran Virgo ,1
BJ Habibie Akan Dimakamkan di TMP Kalibata Pukul 13.30 WIB,0
Aplikasi GoCar Instant Dukung Bandara Menjadi Smart Airport,0
"Kirim Manggis ke China, Kenaikan Nilai Ekspor Manggis Indonesia Naik",0
"Kemarau Berkepanjangan, Warga Jakbar Rogoh Kocek untuk Air Bersih",0
"Bisnis Toko Kosmetik Online, Rency Milano Selipkan 'Misi' untuk Ibu Rumah Tangga",1
"Menjajal Lenovo V330-14ARR, Laptop 14 Inci dengan AMD Ryzen 3",1
"Gagal Finis di Misano, Crutchlow Siap Tebus di MotoGP Aragon 2019 ",0
MotoGP San Marino: Rossi Antusias Hadapi Balapan Dekat Rumah,1
Kesadaran Tertib Lalin Warga Sragen Terburuk Kedua di Jateng,0
Asops KSAL: Waspadai Ancaman di Selat Malaka dan Singapura,0
Kevin Hendrawan Rekam Indahnya Perbedaan di Indonesia Lewat Ekspedisi Segaris,1
"Rey Utami & Pablo Terancam Segera Ditahan, Farhat Abbas Upayakan Penangguhan",0
Beda Pendapat Basaria Panjaitan dan Laode M Syarif soal Pengesahan Revisi UU KPK,1
AMMDes Jamilah Berhasil Pukau Menkes,0
Polisi Tangkap Ketua KNPB Mimika yang Diduga Terlibat Kerusuhan Papua,0
"Acungkan Pisau, Pria Ini Resahkan Pengunjung Pantai Kuta",1
"Guardiola: Selamat, Liverpool Juara Liga Inggris! ",1
"Gletser Mont Blanc Berisiko Runtuh, Warga Dusun Alpine Italia Dievakuasi",0
"Gotong Keranda Mayat 'Save KPK', Massa Gejayan Memanggil: Innalillahi...",1
"Dandhy Laksono Jadi Tersangka, Pegiat HAM Desak Polisi Untuk Hentikan Kasus Ini",1
"Netanyahu Kecewa Benny Gantz Enggan Bertemu,",1
Permata Bank Luncurkan Layanan Syariah lewat Platform Digital,0
"APVI: Korban VAPE Disebabkan HC Oil, Bukan Liquid Legal",0
Mentan Jamin Produksi Beras Aman Meski Kekeringan,0
"Indonesia Vs Thailand, Suporter Lawan Dapat Perlakuan seperti Malaysia",0
Inilah iPhone yang Paling Laris di Semester Pertama 2019,1
"China Open 2019: Susul Tommy, Rinov / Pitha Juga Kandas",0
"Masuk Radar Pilwalkot Medan, Menantu Jokowi Bertemu DPW NasDem Sumut",0
Audisi Umum Beasiswa Bulutangkis 2019: 26 Atlet Raih Super Tiket Melaju ke Final Audisi di Kudus,0
Jokowi Diagendakan Temui Tokoh Papua di Istana Negara,0
"Setahun Gempa Palu, Desa Bekas Likuifaksi Seperti Desa Mati",0
"Fatir Kejang & Muntah Sebelum Tewas, Ibunda Ungkap Kebiasaan Anaknya: Ya Allah Tunjukkan Kebesaranmu",1
"Gantikan Bahlil, Mardani Maming Pimpin Hipmi hingga 2022",0
Pertamina Beli Minyak Mentah 650.000 Barel dari ExxonMobil di Blok Cepu,0
"Belanda Cukur Estonia 4-0, Wijnaldum Cetak Gol Lagi",0
Sekjen PBB Antonio Guterres Mengutuk Serangan Kilang Minyak Saudi,0
" Unggah Foto Begini Saat Hamil, Kimberly Ryder Peringatkan Netter Jangan Panik",1
KPK Belum Terima Informasi dari Pemerintah atau DPR Terkait Revisi UU KPK,0
"Polo, Olah Raga Kelas Raja dalam Catatan Sejarawan ",0
Kapolda Jatim Ultimatum Veronica Koman Agar Kooperatif,0
"Mahasiswa Pariwisata, Ini 6 Kiat Sukses di Industri ""Hospitality""",1
"Jokowi Mengaku Belum Kirim Surpres Revisi UU KPK, Baru Terima DIM",0
"Kekeringan Lebih Lama, Kementan Terus Upayakan Mitigasi",0
"WHO: Setiap 40 Detik, Satu Nyawa Melayang Bunuh Diri ",0
"Tanggapi Kasus Pemerkosaan yang Menyeret Namanya, Ronaldo: Saya Merasa Malu",1
Menteri Basuki: Lelang Proyek Jakarta Internasional Stadium Bisa Diulang,1
"Somasi Diabaikan, Nikita Mirzani Resmi Polisikan Elza Syarief",0
5 Fakta KPK Tetapkan Menpora Imam Nahrawi Jadi Tersangka Kasus Suap Dana Hibah,1
"Ekspedisi Segaris, Perjalanan 90 Hari Keliling Indonesia Lewat Serial Web",0
 Timnas Indonesia U-16 vs Filipina Bisa Disaksikan di Sini,1
Pengalaman Alice Norin Beberapa Kali Kerja Bareng Anak,1
Curhatan Omid Nazari Setelah Menjadi Korban Pelemparan Bus Persib ,1
Agung Laksono Pertanyakan Alasan Digelarnya Munaslub MKGR,0
"Tolak Portugal, Anak Ajaib Baru Barcelona Pilih Timnas Spanyol",0
Transjakarta Pamer 3 Bus Dalam Konvoi Kendaraan Listrik sambut Formula E,0
Ratusan Pelajar SMK Sidoarjo dan Pasuruan yang Hendak Ikut #SurabayaMenggugat Disetop Polisi,0
Jokowi Harusnya Bisa Menunda Revisi UU KPK,0
"Selalu Diberitakan dari Sisi Negatif, Ini Pesan Barbie Kumalasari untuk Putrinya",1
Hajab Kali Ah!! Warga Miskin yang Mau Dibedah Rumah pun Dipungli,1
"Anggota DPRD Surabaya Gadai SK ke Bank, Ketua: Itu Wajar",0
"Berprofesi Sebagai Dokter Bedah, Tompi Akui Pernah Sedot Lemak Perutnya Sendiri",1
"Jennifer Jill Ingin Cari Pria yang Lebih Hebat, Ajun Perwira Hanya Diam",1
Anji Beberkan Alasan Kolabs Bareng Lucinta Luna: Dia Nggak Boleh di TV,0
Aksi 'Polisi Bersepatu' Masuk Masjid yang Dikecam hingga Diperiksa Propam,0
"Sinopsis Drama RICH MAN Episode 4, Masa Lalu Suho EXO",0
Berapa Modal yang Dibutuhkan untuk Memulai Bisnis Franchise?,1
"Barbie Kumalasari Tak Penuhi Pemeriksaan Kepolisian, Begini Penjelasan Pengacaranya",1
Pimpinan KPK Akan Lantik Dua Pejabat Baru,0
Memperkenalkan Indonesia di Bratislava Melalui Batik,0
"Aksi Mahasiswa Papua Melebar ke Medan dan Bandung, ""Papua Bukan Merah Putih... """,1
BTS Banggakan Orang Korea Usai Di-Notice Paul McCartney dari Grup Legendaris The Beatles,0
"Duduk Perkara Kecelakaan Bus Mira Vs Innova di Nganjuk-Madiun, Diduga Akibat ""Human Error""",0
"Persiapan Akad Nikah, Syahrini Bangun Pagi Buta Hingga Penasaran Dengan Sang Suami",0
"Hadapi Barcelona, Favre Imbau Dortmund Maksimalkan Laga Kandang",0
"Kebakaran di Apartemen Kalibata City, Dua Penghuni Luka",0
Pemprov Riau Sarankan 65 Orang Satgas dari Anies Dikirim ke Jambi atau Sumsel,0
"Sembuhkan Warga dari Mabuk-mabukkan, Pastor di Rusia Tuang Air Suci dari Pesawat",1
Kronologi Jambret Loncat ke Kali Cengkareng Drain hingga Ditemukan Tewas,0
"Viral Pria Angkat Ayam Goreng dari Minyak Panas dengan Tangan, Netizen: Campur Daki",1
"Larang Mahasiswanya Ikut Demo, Rektor Unimed Siap Beri Sanksi Bagi Pelanggar",0
"Gajah Mengamuk Ketika Ikut Festival Agama di Sri Lanka, 18 Terluka",0
"Wow, Startup Jadi Pendorong Pertumbuhan Ekonomi",1
Taman Mojansari Solo Jadi Tempat Mesum Remaja,0
Demokrat Susun 10 Daftar Tantangan yang Akan Dihadapi pada 2024,0
Mesin Gol Barcelona Belum Komplet saat Menjamu Valencia,1
Dugaan Penyebaran Foto Bugil Istri Anggota DPRD Didalami Tim 7 PKB Malang,0
DKI Jakarta Dapat Penghargaan dari Save The Children Indonesia,0
Mahasiswa Pendemo di DPR Salami Aparat Polisi Sebelum Bubarkan Diri,0
"Atasi Karhutla, Pemerintah Siapkan Saluran Sekunder",0
Lippo St Moritz Gencarkan Program Ramah Lingkungan,0
Klasemen Liga Italia Pekan Ketiga: Inter Milan Tak Terbendung,0
Pimpinan DPR Setuju Jokowi Bangun Istana di Papua,0
"Hadapi Kritik Terhadap Karyanya, Joko Anwar Mengaku Tak Mau Sakit Hati",0
"BJ Habibie Meninggal, Kamboja Ikut Berduka",0
"RUU Keamanan Siber Siap Disahkan, Negara Bakal Awasi WhatsApp cs",0
"Awas!!! Kibarkan Bendera Kusut, Koyak dan Luntur Bisa Kena Pidana",1
Eks Bupati Bangkalan Fuad Amin Meninggal,0
Ramalan Cinta Zodiak Hari Ini Kamis 19 September 2019: Virgo Jangan Ragu Minta Maaf pada Pasangan!,1
"Diduga Gangguan Jiwa, Seorang Anak Bacok Ibu Kandungnya",1
"Dari Mantan Atlet, Artis hingga Netizen Ramai-ramai Bela PB Djarum",0
Christian Eriksen Incaran Utama Real Madrid Tahun Depan,0
"Akhir September, Garuda Indonesia Operasikan Rute Manado-Davao",0
Timnas U-16 Ikuti Kualifikasi Piala AFC U-16: Ini Harga Tiketnya,1
Kylie Jenner Blak-Blakan Masalah Hubungan Seksual dengan Travis Scott,1
"Korban Kecelakaan Dul Jaelani Diisukan Tak Lagi Terima Santunan, Ibu Ahmad Dhani Angkat Bicara",1
"Senggol Mobil, Pemotor CBR Tewas Hantam Trotoar di Tangsel",1
Jenis Musik Seperti Ini yang Tingkatkan Konsentrasi dan Produktivitas Kerja,1
Kecantikan Tzuyu Twice dengan Warna Rambut Baru Kejutkan Fans,1
Mobil Listrik Cocok Dipakai Untuk Drift,0
"Jelang Hadapi Napoli, Liverpool Diminta Waspadai Lorenzo Insigne",1
"Mengharukan, Puisi Perpisahan Najwa Shihab untuk BJ Habibie",1
Level Indeks Standar Pencemaran Udara Kini Berada di Level Berbahaya,0
"RKUHP Denda Gelandangan Maksimal Rp 1 Juta, Ini Cerita Para 'Pengemis Tajir'",1
Bikers Brotherhood MC Indonesia Wakafkan Sumur di Lombok,0
"Gelar Demo di Makassar, Mahasiswa UMI Serukan 'Jokowi Lengser'",1
Aktor 'Arthdal Chronicles' Ini Bongkar Sifat Asli Song Joong Ki di Belakang Kamera,1
Pendana Pembajakan Pesawat Tragedi 11 September 2001 Siap Dirilis,0
7 Gunung di Indonesia yang Mengalami Kebakaran di Tahun 2019,1
Rupiah Jaga Tren Penguatan Saat Pounds Ambruk,0
"Dua Gajah Ngamuk di Sri Lanka, 17 Luka-luka",0
PDIP Jatim Buka Pendaftaran Pilkada Hingga 14 September,0
Resepsi Tania Nadira Didominasi Royal Blue - Sebar 2000 Undangan Termasuk Jokowi,0
DPR Dijadwalkan Sahkan Revisi UU KPK Hari Ini,0
Terpidana Kasus Korupsi Fuad Amin Meninggal Kena Serangan Jantung,0
"Laporannya ke PBB Disebut Hotman Tak Masuk Akal, Elza Syarief: Dubes Mau Lihat Ketegasan Indonesia",0
Lamborghini Aventador Terbaru Tinggalkan Teknologi Superkapasitor,0
"Kaya Raya, Cara Raffi Ahmad Simpan Gepokan Uang Jadi Sorotan",1
"Tak Masuk Formasi Juri Indonesian Idol, Armand Maulana Menangis",1
"Sinopsis Sinetron 'CINTA SUCI' Tayang Senin, 22 April 2019",0
Kecurigaan Bebby Fey Bahwa Youtuber Kondang yang Menidurinya Punya Niat Enggak Baik,1
"Song Kang Bahas 'Love Alarm' Season 2, Bakal Terima Apapun Keputusan Kim So Hyun",1
"Itinerary Bangkok 4 Hari 3 Malam, Coba Kunjungi Wat Arun di Hari Pertama",1
"Sibuk Hingga Batal Bertemu Pimpinan KPK, Ini Agenda Jokowi Seharian",1
"Ulang Tahun, RM BTS Sumbang Rp1,1 Miliar ke Sekolah Tuna Rungu",0
Jokowi Konsultasi Ke Buya Syafii Tentukan Menteri Kabinet Jilid ll,0
Simulasi Ungkap Perang Nuklir AS-Rusia Lenyapkan 34 Juta Nyawa dalam Waktu Singkat,1
"Netizen Sebut SuperM Jadi Proyek Hidup dan Mati SM Entertainment di Amerika, Setuju?",1
"Gulirkan Program 9.5 Philanthropy Week, UCWeb Donasi 10.000 Buku untuk Indonesia",0
"Ketimbang Man United, Sancho Disarankan Pilih Gabung Liverpool",0
"154 Pelanggar Ditilang di Jakbar, Alasannya Tidak Tahu Ganjil Genap",0
"Kapok, Jefri Nichol Tak Mau Lagi Pakai Ganja untuk Atasi Gangguan Tidur",1
Polri: BJ Habibie Bapak Demokrasi dan Kemajuan Teknologi Indonesia,1
" Sebagai Mantan, Delon Thamrin Beri Pesan Ini Ke Suami Tajir Jill Gladys",1
"Jokowi: Selamat Jalan, Mr Crack...",1
KPK: Bekas Bos Petral Jadikan Perusahaan Minyak Uni Emirates Arab Sebagai Kamuflase,0
"Harga dan Spesifikasi Oppo A9 2020 & Oppo A5 2020, Ponsel Anyar Oppo dengan 4 Kamera",0
"Aktivis HAM HS Dillon Meninggal, KPK Sampaikan Belasungkawa",1
Menkeu Sri: Habibie Sosok Penyelamat Bangsa,0
Seger Budiarjo Ditunjuk Jadi Plt Dirut PTPN III,0
85 Korban Asap di Pekanbaru Masih Bertahan di Posko Pengungsian,0
Pansus Pemindahan Ibu Kota Akan Panggil Anies Baswedan dan Isran Noor ,0
"Perankan Karakter Cewek Pemalu di Film Jeritan Malam, Cinta Laura: Bukan Aku Banget",0
"Kecelakaan di Jagorawi, Ingat Lagi Bahaya Pecah Ban",0
Orang Tua Wajib Mengetahui Dampak Buruk Gadget bagi Anak,1
Promosi Pariwisata Bali di TV Jepang: Para Artis Kaget Biaya Kirim Kursi Rotan ke Jepang Rp 14 Juta,1
"Temui Laode M Syarif, Rektor IPB Beri Dukungan untuk KPK",0
"Polemik PB Djarum dan KPAI, Fadli Zon: Mestinya Bisa Dimusyawarahkan",0
"Sejak akhir 2018, Ambulans Gratis Jangkau 805 Warga Sukabumi",0
"Perseteruannya dengan Nikita Mirzani Belum Selesai, Elza Syarief Stres hingga Panggil Psikolog",1
"Sehun EXO Nyusup ke Grup Chat Fans Demi Promosikan Album Chen, Bagikan Foto-Foto Kocak Ini",1
"Jokowi Pertimbangkan Penerbitan Perppu KPK, Ketua DPR: Itu Urusan Presiden dan Dewan 2019-2024",0
Thia Ajak Kaum Ibu Ikuti Seminar Parenting Bersama Kak Seto,0
Wali Kota Jambi Fasha Kembali Boyong Piala Wahana Tata Nugraha,0
Pemerintah Tetapkan Rencana Kebijakan Cukai Hasil Tembakau Tahun 2020,0
